,Highest Charting Position,Number of Times Charted,Weeks_Start,Weeks_End,Streams,Artist,Artist Followers,Song ID,Genre,General_Genre,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
439,146,1,4/9/21,4/16/21,"5,889,939",Taylor Swift,42227614,7eResoqEJJAVTkQYSqvO3P,"['pop', 'post-teen pop']",pop,-7.062,0.0365,0.225,0.092,90.201,189496,0.508,F
440,147,1,4/9/21,4/16/21,"5,885,151",Taylor Swift,42227614,0k0vFacOHNuArLWMiH60p7,"['pop', 'post-teen pop']",pop,-3.669,0.0628,0.0222,0.333,100.023,200576,0.541,G
441,148,1,4/9/21,4/16/21,"5,860,405",Taylor Swift,42227614,6iiAfo4wTA2CVC3Uwx9uh8,"['pop', 'post-teen pop']",pop,-4.99,0.0285,0.0538,0.123,133.873,261843,0.241,F#/Gb
443,15,32,10/16/20,10/23/20,"5,206,614","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283,35UUpTmrcFXNIVIN26ujXl,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",latin,-3.417,0.0959,0.0337,0.284,171.943,247308,0.835,F
444,192,1,4/9/21,4/16/21,"5,197,564",Taylor Swift,42227614,4uuEGH5SVuzkkSFjo2DEiY,"['pop', 'post-teen pop']",pop,-11.548,0.0503,0.514,0.109,101.934,208609,0.405,D#/Eb
445,195,1,4/9/21,4/16/21,"5,189,423",Taylor Swift,42227614,34V9RiEPe8MNdU32qJsJa1,"['pop', 'post-teen pop']",pop,-8.819,0.0263,0.849,0.0779,106.007,244237,0.13,C
446,153,2,4/2/21,4/9/21,"5,172,999","KHEA, Duki",3198705,5RmSunLqeDqNWww8LWhAiK,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",hip hop,-4.25,0.0424,0.345,0.111,94.927,206360,0.528,D#/Eb
447,132,1,4/2/21,4/9/21,"5,836,326",Demi Lovato,20338833,2kONpeXXK70YEs7c0UQbmq,"['dance pop', 'pop', 'post-teen pop']",pop,-5.811,0.0427,0.273,0.11,75.245,243992,0.149,G#/Ab
449,160,3,4/2/21,4/9/21,"5,413,003","Sam Fischer, Demi Lovato",122746,2h9TDNEXRhcDIV3fsoEVq9,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",pop,-8.084,0.0399,0.158,0.121,126.904,194890,0.24,G
451,91,12,2/26/21,3/5/21,"5,269,163","Kevin Roldan, Bryant Myers, Lyanno",4026643,4PEfJZpVjdclfzZ9XO8uDw,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",latin,-5.119,0.362,0.289,0.325,169.732,229827,0.641,F
452,30,37,10/23/20,10/30/20,"5,176,493",Jason Derulo,9778632,59qrUpoplZxbIZxk6X0Bm3,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,-4.248,0.041,0.0332,0.0876,112.985,190306,0.753,D
453,28,3,3/19/21,3/26/21,"5,137,645",Justin Bieber,48544923,137mSruegm1u6x9NvwiagR,"['canadian pop', 'pop', 'post-teen pop']",pop,-10.109,0.0288,0.737,0.112,99.757,158324,0.37,E
454,2,48,5/8/20,5/15/20,"5,094,660",Ariana Grande,67208170,4HBZA5flZLE435QTztThqH,"['dance pop', 'pop', 'post-teen pop']",pop,-6.658,0.0418,0.223,0.382,178.765,228482,0.537,G#/Ab
455,120,15,3/5/21,3/12/21,"5,086,382",Mother Mother,2110870,2kS6td1yvmpNgZTt1q5pQq,"['indie pop', 'vancouver indie']",pop,-2.666,0.0728,0.00475,0.422,95.975,181680,0.49,A
457,75,5,3/5/21,3/12/21,"5,060,336","Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217,7I8L3vYCLThw2FDrE6LuzE,"['trap argentino', 'trap latino', 'trap triste']",rap,-5.077,0.0549,0.0396,0.192,78.4,330040,0.405,F#/Gb
458,193,3,3/19/21,3/26/21,"5,052,717","Maroon 5, Wiz Khalifa",32279979,1LmN9SSHISbtp9LoaR5ZVJ,"['pop', 'pop rock']",pop,-4.828,0.0394,0.0136,0.37,110.028,231387,0.523,E
459,50,3,3/19/21,3/26/21,"5,013,450",Justin Bieber,48544923,6I3mqTwhRpn34SLVafSH7G,"['canadian pop', 'pop', 'post-teen pop']",pop,-5.569,0.0478,0.185,0.415,153.96,153190,0.441,D
460,37,3,3/19/21,3/26/21,"5,004,111",Justin Bieber,48544923,3T03rPwlL8NVk1yIaxeD8U,"['canadian pop', 'pop', 'post-teen pop']",pop,-8.68,0.0332,0.92,0.104,90.674,156468,0.586,E
461,140,13,1/1/21,1/8/21,"4,972,518",Jack Harlow,1053324,0ZLuW8uOXdFNWcI40C0OC2,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",hip hop,-5.224,0.26,0.0631,0.185,145.013,227478,0.835,B
462,188,3,2/26/21,3/5/21,"4,969,662",a-ha,1560784,2WfaOiMkCvy7F5fcp2zZ8L,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",pop,-7.638,0.054,0.018,0.0928,84.412,225280,0.876,F#/Gb
463,45,18,1/1/21,1/8/21,"4,967,348","Camilo, El Alfa",10580764,7D7EH7MGyNHWSkqrszerI1,"['colombian pop', 'reggaeton colombiano']",pop,-4.048,0.0379,0.487,0.0604,129.972,198707,0.965,E
465,128,2,3/26/21,4/2/21,"6,007,541",J Balvin,29067437,5KFHrrBMyGj5MhVbZMM3ts,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-4.232,0.0873,0.0625,0.0874,175.826,157320,0.797,A#/Bb
466,49,2,3/19/21,3/26/21,"5,837,372",Justin Bieber,48544923,5NU40QTlXrDUJzDBdv79bg,"['canadian pop', 'pop', 'post-teen pop']",pop,-7.831,0.0771,0.0314,0.112,89.934,187239,0.409,G
467,44,2,3/19/21,3/26/21,"5,794,583",Justin Bieber,48544923,0oaY19dUwZimIgzn3ZZLZO,"['canadian pop', 'pop', 'post-teen pop']",pop,-8.601,0.0456,0.593,0.353,119.59,152796,0.167,A
468,3,66,1/17/20,1/24/20,"5,510,113","KAROL G, Nicki Minaj",17792779,7k4t7uLgtOxPwTpFmtJNTY,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.28,0.298,0.295,0.0574,101.085,200960,0.574,D
469,34,29,11/6/20,11/13/20,"5,466,954","Ozuna, J Balvin, Chencho Corleone",29238936,5y7DaS3jAc9eZzcSOoUIwU,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",latin,-4.596,0.0427,0.139,0.241,168.022,230693,0.906,F
470,61,2,3/19/21,3/26/21,"5,419,040",Justin Bieber,48544923,2tB9OFgAHjAds3cqquLlvp,"['canadian pop', 'pop', 'post-teen pop']",pop,-6.972,0.0852,0.0696,0.113,101.04,159250,0.642,C#/Db
471,181,1,3/26/21,4/2/21,"5,410,730",Zoe Wees,203555,5SFXOMJJ334Wn2PwBHeRZN,['german pop'],pop,-4.955,0.0476,0.288,0.059,125.706,189000,0.171,C#/Db
472,17,4,3/5/21,3/12/21,"5,365,747",Drake,56327031,4FRW5Nza1Ym91BGV4nFWXI,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hip hop,-5.53,0.345,0.103,0.171,94.966,383037,0.431,C#/Db
474,105,14,1/15/21,1/22/21,"5,326,719","Jason Derulo, Nuka",9778632,4Lt6GXGzYsa1tgkv3nGSTm,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,-3.049,0.0642,0.105,0.23,98.013,192921,0.865,G#/Ab
475,57,2,3/19/21,3/26/21,"5,323,412",Justin Bieber,48544923,7aely3H8kMj9o0gt6vXHE1,"['canadian pop', 'pop', 'post-teen pop']",pop,-6.629,0.0318,0.00196,0.0847,135.031,198426,0.71,C#/Db
476,64,12,2/5/21,2/12/21,"5,302,285","The Weeknd, Daft Punk",35340069,7MXVkk9YMctZqd1Srtv4MB,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-7.015,0.276,0.141,0.137,186.003,230453,0.486,G
477,22,29,10/23/20,10/30/20,"5,255,393",Farruko,10510156,15OjBeqNX3bShsGYQbteRv,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",latin,-4.107,0.164,0.0882,0.0866,91.97,180520,0.623,A
478,181,3,3/12/21,3/19/21,"5,211,351",Hugo & Guilherme,435936,2nZj5YymF54qhAu7RneVP6,['sertanejo pop'],pop,-4.096,0.0589,0.663,0.34,110.013,173227,0.721,G#/Ab
479,60,1,3/19/21,3/26/21,"10,024,729",Justin Bieber,48544923,27UcQ6dAvQrgH9C880rCM3,"['canadian pop', 'pop', 'post-teen pop']",pop,-6.655,0.06,0.0652,0.16,127.138,186696,0.374,G#/Ab
480,74,1,3/19/21,3/26/21,"8,912,458",Justin Bieber,48544923,3rLIv187BhjyweFe89SgLn,"['canadian pop', 'pop', 'post-teen pop']",pop,-5.239,0.0259,0.00249,0.298,129.964,220920,0.663,F
481,152,1,3/19/21,3/26/21,"5,796,978",Lana Del Rey,13697048,4Hl9rOqYomojCmxYfr25im,"['art pop', 'pop']",pop,-12.805,0.0351,0.926,0.0879,122.792,333710,0.158,C
482,82,18,2/5/21,2/12/21,"5,528,508","Nicky Jam, Myke Towers",14831925,68mrW6gXHgupgSiDHgaDi5,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",latin,-6.169,0.066,0.0105,0.106,82.042,211130,0.582,B
483,138,2,1/15/21,1/22/21,"5,418,816",Lana Del Rey,13697048,7bPWdJgx8vek7S5i5yAtvG,"['art pop', 'pop']",pop,-13.125,0.0643,0.877,0.113,201.025,271177,0.429,E
484,37,31,11/6/20,11/13/20,"5,312,876","Maluma, Lenny Tavárez",26769304,4RJz8NfIe09gpKMiRUWKhJ,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.09,0.229,0.422,0.11,83.897,248345,0.884,F
485,40,9,2/5/21,2/12/21,"5,249,427",Camilo,10580764,7BIy3EGQhg98CsRdKYHnJC,"['colombian pop', 'reggaeton colombiano']",pop,-4.787,0.125,0.105,0.11,170.002,163320,0.608,E
486,25,26,10/23/20,10/30/20,"5,189,822",Camilo,10580764,73nAK3HgQK8dak83Y2WQ8F,"['colombian pop', 'reggaeton colombiano']",pop,-5.428,0.0543,0.167,0.041,87.977,187427,0.95,F#/Gb
487,182,3,3/12/21,3/19/21,"5,098,581",Hippie Sabotage,713486,7MiZjKawmXTsTNePyTfPyL,"['edm', 'electronic trap']",rap,-8.621,0.189,0.702,0.315,99.112,131272,0.199,C#/Db
488,141,13,2/5/21,2/12/21,"5,082,870",Justin Quiles,2897862,4C6BlqqMwjFzOXzqpTeoWR,"['latin', 'reggaeton', 'trap latino']",latin,-4.566,0.0948,0.0581,0.0822,92.028,202373,0.615,F
489,109,1,3/12/21,3/19/21,"6,426,522",Selena Gomez,28931149,36CiGk9oRdwTnBDMgKEfjl,"['dance pop', 'pop', 'post-teen pop']",pop,-7.376,0.315,0.101,0.07,182.003,184134,0.437,G#/Ab
490,121,1,3/12/21,3/19/21,"6,155,698",KSI,2010879,5J5CpT6bgE6KYKk23jgp9W,['uk hip hop'],hip hop,-4.272,0.0426,0.00251,0.307,122.012,181720,0.431,G
491,56,2,3/5/21,3/12/21,"6,020,785",DJ Snake,7408249,3XoflnowYPFRPOh3uFvHcm,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",pop,-7.973,0.102,0.0206,0.0994,110.971,168649,0.443,F
492,12,14,12/25/20,1/1/21,"5,454,807",Sia,20528724,7uoFMmxln0GPXQ0AcCBXRq,"['australian dance', 'australian pop', 'dance pop', 'pop']",pop,-6.257,0.0331,0.483,0.0928,104.957,165907,0.326,C#/Db
493,168,1,3/12/21,3/19/21,"5,439,646",Machine Gun Kelly,3868320,2NnJpRXIlx35Vij3bPZO0h,"['ohio hip hop', 'pop rap']",hip hop,-2.173,0.0794,0.00558,0.0927,88.972,137747,0.497,G
494,19,38,8/28/20,9/4/20,"5,198,514","Jay Wheeler, DJ Nelson, Myke Towers",1650912,4HYDUMY0xSpeBr0AMY9cUz,"['latin', 'reggaeton', 'trap latino']",latin,-4.798,0.136,0.269,0.108,90.013,219048,0.68,B
495,86,12,1/22/21,1/29/21,"5,156,937",Robin Schulz,2786366,1FP9s72rDYty6mfoOEYKnE,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",pop,-4.246,0.0426,0.286,0.151,183.933,190218,0.64,E
496,6,60,3/13/20,3/20/20,"5,103,528",Doja Cat,8671649,3Dv1eDb0MEgF93GpLXlucZ,"['dance pop', 'pop']",pop,-4.583,0.159,0.264,0.0904,110.962,237893,0.779,B
497,157,9,1/29/21,2/5/21,"5,085,527",XXXTENTACION,29566516,2ZRo7axmMPeSVUvDbGkJah,"['emo rap', 'miami hip hop']",rap,-6.081,0.0603,0.661,0.146,146.04,110886,0.225,A
499,109,6,2/5/21,2/12/21,"5,079,857","The Weeknd, Daft Punk",35340069,3dhjNA0jGA8vHBQ1VdD6vV,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-5.946,0.118,0.428,0.0679,92.987,269187,0.585,C
501,123,26,10/23/20,10/30/20,"5,054,881",BANNERS,419151,2f0pn9DkEJwAzXApnFh5cr,"['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",pop,-5.497,0.042,0.00517,0.254,74.988,219801,0.652,D
502,198,1,3/12/21,3/19/21,"5,052,557",Pamungkas,1643882,3pCt2wRdBDa2kCisIdHWgF,['indonesian pop'],pop,-6.55,0.027,0.514,0.1,139.991,344571,0.939,G
503,4,38,6/26/20,7/3/20,"5,023,592",BLACKPINK,23848461,4SFknyjLcyTLJFPKD2m96o,"['k-pop', 'k-pop girl group']",pop,-5.222,0.0812,0.0465,0.0601,130.032,182956,0.344,B
504,200,1,3/12/21,3/19/21,"5,013,851","NF, Hopsin",5831194,2MZrOmrVxRmmOoFW6dhenG,"['hip hop', 'pop rap', 'rap']",hip hop,-3.123,0.308,0.352,0.0657,116.919,234852,0.451,F
507,166,1,3/5/21,3/12/21,"5,393,459",Juice WRLD,19102888,4O3RwH1TFG1EjPezLIYehI,"['chicago rap', 'melodic rap']",rap,-9.989,0.0279,0.806,0.112,140.061,206734,0.701,F#/Gb
508,170,1,3/5/21,3/12/21,"5,321,946","Francesca Michielin, Fedez",568711,0ZqHo6eTBHUcOVjZzPvftT,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",pop,-4.318,0.0414,0.289,0.125,89.826,222667,0.285,A#/Bb
509,54,7,1/22/21,1/29/21,"5,232,377","Anuel AA, Ozuna",18306226,73O30uMI7n6DuzBmbtO7kC,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",latin,-5.453,0.102,0.046,0.092,93.985,206587,0.67,F#/Gb
510,175,1,3/5/21,3/12/21,"5,208,787","Booba, JSX",2161609,5LYRIyhmlrDAQsYdHEvP0f,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",hip hop,-7.681,0.0742,0.683,0.118,134.041,187362,0.246,B
511,180,1,3/5/21,3/12/21,"5,170,861",Lil Baby,7816213,7eX3um6NpOQKWJMGCi97XD,"['atl hip hop', 'atl trap', 'rap', 'trap']",hip hop,-5.891,0.163,0.00471,0.0971,140.005,192804,0.196,F#/Gb
512,24,25,11/6/20,11/13/20,"5,168,240",Lele Pons,786461,11EnQRgRMJwMAesfkB5pnu,"['latin pop', 'viral pop']",pop,-3.152,0.0664,0.0907,0.266,103.013,155825,0.963,C
513,91,26,1/8/21,1/15/21,"5,093,408","Ofenbach, Quarterhead",432511,6i7zAdNhzUN2k1HcrBxPHG,"['edm', 'new french touch', 'pop dance', 'tropical house']",pop,-5.36,0.193,0.0247,0.121,124.962,156960,0.6,D
514,152,23,1/29/21,2/5/21,"5,073,657",Lil Peep,7535054,30bqVoKjX479ab90a8Pafp,"['emo rap', 'lgbtq+ hip hop']",rap,-9.934,0.0616,0.0967,0.115,93.099,142000,0.323,E
515,61,26,8/21/20,8/28/20,"5,060,903",BØRNS,1027085,2GiJYvgVaD2HtM8GqD9EgQ,"['modern alternative rock', 'modern rock', 'pop']",rock,-7.627,0.0533,0.00543,0.26,120.041,218107,0.518,F#/Gb
516,112,28,3/20/20,3/27/20,"5,044,929",Conan Gray,3799104,6KfoDhO4XUWSbnyKjNp9c4,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",pop,-5.46,0.0435,0.00162,0.354,108.045,185773,0.493,G#/Ab
517,74,1,2/26/21,3/5/21,"7,464,020",Post Malone,33663701,3SawmGBjjq8EOYZJV11cJm,"['dfw rap', 'melodic rap', 'rap']",rap,-4.563,0.0299,0.00124,0.302,98.036,241360,0.247,G
518,38,2,2/19/21,2/26/21,"6,591,829",Ariana Grande,67208170,3eZYOQO4UzKrUDYDghtnFw,"['dance pop', 'pop', 'post-teen pop']",pop,-4.943,0.0454,0.0251,0.124,115.036,122174,0.322,A
520,46,19,11/6/20,11/13/20,"5,440,707",The Kid LAROI,2238190,5psEZhQu6lukjhavJo4AbC,['australian hip hop'],hip hop,-6.254,0.077,0.232,0.115,142.592,126521,0.303,A
521,35,27,11/13/20,11/20/20,"5,145,966",Justin Quiles,2897862,3GtnId3Cm1Xa6joCj08nzW,"['latin', 'reggaeton', 'trap latino']",latin,-4.395,0.105,0.0165,0.0693,83.943,185840,0.89,D#/Eb
522,2,61,12/27/19,1/3/20,"5,124,742",Arizona Zervas,621200,696DnlkuDOXcMAnKlTgXXK,"['pop rap', 'rhode island rap']",pop,-5.616,0.148,0.0522,0.46,116.735,163636,0.457,F#/Gb
523,83,53,12/27/19,1/3/20,"5,115,990",Post Malone,33663701,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'rap']",rap,-6.136,0.0712,0.124,0.131,159.801,218147,0.129,F
525,80,57,1/17/20,1/24/20,"5,016,283",Halsey,15663384,5p7ujcrUXASCNwRaWNHR1C,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",pop,-7.05,0.0705,0.297,0.0936,136.041,201661,0.533,F#/Gb
526,33,12,11/27/20,12/4/20,"4,995,965",Bad Bunny,36177712,26w9NTiE9NGjW1ZvIOd1So,"['latin', 'reggaeton', 'trap latino']",latin,-7.188,0.37,0.114,0.0931,113.903,156430,0.691,G
527,5,53,3/13/20,3/20/20,"4,994,138",Justin Bieber,48544923,4umIPjkehX1r7uhmGvXiSV,"['canadian pop', 'pop', 'post-teen pop']",pop,-6.637,0.0575,0.3,0.102,147.986,212867,0.874,A
528,49,22,11/13/20,11/20/20,"4,982,892",Clairo,2722638,7B3z0ySL9Rr0XvZEAjWZzM,"['bedroom pop', 'indie pop', 'pop']",pop,-9.805,0.039,0.598,0.231,112.997,188387,0.641,C
529,176,9,2/12/21,2/19/21,"4,974,880",Ed Sheeran,83337783,1HNkqx9Ahdgi1Ixy2xkKkL,"['pop', 'uk pop']",pop,-10.48,0.0476,0.607,0.0986,107.989,258987,0.201,E
531,140,1,2/19/21,2/26/21,"5,936,752","Bausa, Apache 207",961181,6a3kNt1UlUOapDKmEr3JzZ,"['german hip hop', 'german pop']",hip hop,-8.96,0.113,0.47,0.0824,116.963,195734,0.311,B
532,144,1,2/19/21,2/26/21,"5,897,983",NF,5831194,5UMMPHPp6vRP6ghPpSUOzp,"['hip hop', 'pop rap', 'rap']",hip hop,-3.944,0.397,0.371,0.854,128.111,243750,0.809,C#/Db
534,50,5,1/22/21,1/29/21,"5,497,942",Sabrina Carpenter,3689546,03B2SfXuvDh1m9F4tqrX07,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",pop,-5.372,0.0335,0.428,0.0567,105.918,177500,0.328,G
535,62,17,10/23/20,10/30/20,"5,168,107",Jack Harlow,1053324,4DuUwzP4ALMqpquHU0ltAB,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",hip hop,-7.16,0.136,0.11,0.247,123.066,156498,0.775,F
536,173,5,2/5/21,2/12/21,"5,116,325",Sara Kays,251549,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",pop,-10.936,0.0305,0.585,0.156,123.978,227186,0.554,G
537,128,3,1/22/21,1/29/21,"5,059,891","Jason Derulo, Maroon 5",9778632,0osvOdeD3YXZiWkT8MKolJ,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",pop,-5.128,0.0366,0.0209,0.169,123.055,153865,0.711,A#/Bb
538,177,7,1/29/21,2/5/21,"5,053,713",Tones And I,2820477,5ri4zqtWhG07hIuNNDWP76,"['australian pop', 'pop']",pop,-6.208,0.0685,0.217,0.217,124.988,178157,0.503,E
539,37,25,10/9/20,10/16/20,"5,004,462","Ozuna, Camilo",29238936,0JAZWvvqttGFm4UMDsPQXC,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",latin,-3.855,0.0614,0.186,0.123,166.039,224187,0.72,G#/Ab
540,14,5,10/30/20,11/6/20,"4,986,037",Ariana Grande,67208170,5GkQIP5mWPi4KZLLXeuFTT,"['dance pop', 'pop', 'post-teen pop']",pop,-5.664,0.0652,0.0681,0.166,116.965,167990,0.661,A#/Bb
541,28,57,12/27/19,1/3/20,"4,984,399",Ed Sheeran,83337783,3HVWdVOQ0ZA45FuZGSfvns,"['pop', 'uk pop']",pop,-5.041,0.0442,0.0912,0.0894,101.956,219947,0.842,F#/Gb
543,83,11,1/1/21,1/8/21,"5,232,509","Bizarrap, Nathy Peluso",3134041,78SeXVRJ7KCqVmOwTiFjnI,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",hip hop,-3.71,0.405,0.25,0.0691,94.059,171215,0.735,C#/Db
544,17,15,11/6/20,11/13/20,"5,163,323","Maluma, The Weeknd",26784251,0GzuHFG4Ql6DoyxFRnIk3F,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.128,0.312,0.105,0.142,179.984,200482,0.609,F#/Gb
545,22,32,8/28/20,9/4/20,"5,120,753",Rauw Alejandro,6096559,4ZRrLHqzhGRXYj2qcB4s5S,"['puerto rican pop', 'trap latino']",pop,-5.132,0.156,0.0413,0.0521,96.988,222680,0.698,A
547,143,42,6/26/20,7/3/20,"5,003,825",XXXTENTACION,29566516,0JP9xo3adEtGSdUEISiszL,"['emo rap', 'miami hip hop']",rap,-5.723,0.0804,0.556,0.102,128.009,135090,0.711,A
548,182,6,10/16/20,10/23/20,"4,995,623",Ed Sheeran,83337783,34gCuhDGsG4bRPIf9bb02f,"['pop', 'uk pop']",pop,-6.061,0.0295,0.474,0.184,78.998,281560,0.591,D
549,2,46,5/1/20,5/8/20,"4,966,878",Drake,56327031,127QTOFJsJQp5LbJbu3A1y,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hip hop,-9.75,0.201,0.321,0.114,81.618,247059,0.837,C#/Db
550,167,2,2/5/21,2/12/21,"4,929,647",The Weeknd,35340069,4frLb7nWtsz2ymBE6k2GRP,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-8.275,0.0348,0.405,0.0771,119.829,277680,0.406,D
552,193,1,2/12/21,2/19/21,"4,902,737",Oasis,6478565,7ygpwy2qP3NbrxVkHvUhXY,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",pop,-4.097,0.0406,0.000509,0.187,174.323,258773,0.434,D
553,181,7,1/29/21,2/5/21,"4,847,224",XXXTENTACION,29566516,3GVkPk8mqxz0itaAriG1L7,"['emo rap', 'miami hip hop']",rap,-7.066,0.133,0.847,0.112,129.953,95467,0.689,G
554,27,4,1/15/21,1/22/21,"6,011,642",Juice WRLD,19102888,43CIWpJaJHRcI4mUSjqgc2,"['chicago rap', 'melodic rap']",rap,-6.326,0.0533,0.00215,0.138,81.535,157355,0.198,C#/Db
555,19,3,1/22/21,1/29/21,"5,963,380",Billie Eilish,47061119,0psS4i5YooJrXfDnGvWRLi,"['electropop', 'pop']",pop,-14.66,0.0777,0.721,0.0668,135.154,203464,0.032,E
556,152,1,2/5/21,2/12/21,"5,579,697","Sia, David Guetta",20528724,2AceGjiX9isUbXmMZa0Dl1,"['australian dance', 'australian pop', 'dance pop', 'pop']",pop,-4.89,0.072,0.00172,0.114,104.914,177801,0.277,F#/Gb
557,157,1,2/5/21,2/12/21,"5,479,407",The Weeknd,35340069,22VdIZQfgXJea34mQxlt81,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-5.526,0.0425,0.113,0.105,107.949,213520,0.583,A
558,89,2,1/29/21,2/5/21,"5,342,938",benny blanco,804613,1GkHyypTFkUf0QQKwYoXH4,"['electropop', 'pop', 'pop rap']",pop,-6.433,0.0522,0.0493,0.119,103.116,169632,0.305,B
559,168,3,3/20/20,3/27/20,"5,233,359",The Weeknd,35340069,09mEdoA6zrmBPgTEN5qXmN,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-4.954,0.0356,0.17,0.307,134.17,228373,0.175,C#/Db
560,14,26,8/14/20,8/21/20,"5,208,100",Miley Cyrus,15778531,27ycaQnQAxaPiyeg3nr2aB,"['dance pop', 'pop', 'post-teen pop']",pop,-5.466,0.0346,0.00115,0.203,110,223279,0.259,E
561,175,1,2/5/21,2/12/21,"5,197,587",Martin Garrix,14921269,4ga4WvRNhMsIL38pkBbnIN,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",pop,-8.991,0.0902,0.659,0.124,114.978,144391,0.357,G
562,140,4,1/22/21,1/29/21,"5,092,250",Bring Me The Horizon,3912138,0WSa1sucoNRcEeULlZVQXj,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",rock,-2.827,0.0595,0.00201,0.387,170.527,228147,0.354,E
563,167,2,1/29/21,2/5/21,"5,072,462",Maluma,26784251,41BzKiCrKpUQHS3TP0jmdr,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.616,0.0879,0.123,0.411,173.961,176970,0.726,A#/Bb
564,162,3,1/29/21,2/5/21,"5,046,418","Kawe, Mc Lele JP",444736,0QglpM23kl9ldvVdoYNZwF,"['brazilian hip hop', 'funk ostentacao']",hip hop,-5.331,0.249,0.261,0.121,140.02,125143,0.644,F#/Gb
565,18,23,3/20/20,3/27/20,"4,995,578",The Weeknd,35340069,6bnF93Rx87YqUBLSgjiMU8,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-5.507,0.15,0.0236,0.156,170.062,198267,0.252,A#/Bb
566,20,15,11/13/20,11/20/20,"4,906,738",Ariana Grande,67208170,3UoULw70kMsiVXxW0L3A33,"['dance pop', 'pop', 'post-teen pop']",pop,-5.664,0.0555,0.36,0.1,131.798,201882,0.173,C
567,138,49,10/16/20,10/23/20,"4,900,492",Dean Lewis,1692635,3EPXxR3ImUwfayaurPi3cm,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",pop,-6.319,0.0362,0.697,0.0813,126.684,196373,0.443,B
568,174,3,1/8/21,1/15/21,"4,884,711",Megan Thee Stallion,4794212,4aarlAfLKVCTxUDNgbwhjH,"['houston rap', 'pop', 'pop rap', 'trap queen']",rap,-7.882,0.359,0.00402,0.219,130.058,137984,0.616,B
569,47,25,9/25/20,10/2/20,"4,873,380",Jerry Di,149682,6fmQjRuo7XvRFCK2qex5hQ,"['cubaton', 'dominican pop', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",pop,-4.426,0.214,0.819,0.146,97.054,197587,0.63,C#/Db
