,Highest Charting Position,Number of Times Charted,Weeks_Start,Weeks_End,Streams,Artist,Artist Followers,Song ID,Genre,General_Genre,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
132,4,83,12/27/19,1/3/20,"5,928,329",Maroon 5,32262679,4cktbXiXOapiLBMprHFErI,"['pop', 'pop rock']",pop,-7.241,0.0557,0.841,0.0821,91.05,189486,0.595,B
133,76,16,4/23/21,4/30/21,"5,914,661",Tom Odell,1838616,7otCGmgp9h4CsR2LhwB6gt,['pop'],pop,-8.532,0.04,0.695,0.0941,122.764,244360,0.131,E
134,135,4,7/23/21,7/30/21,"5,912,784",Jamie Miller,64288,2aTKrdenCq5qBOoJPFdn4P,['pop soul'],pop,-5.335,0.0551,0.499,0.146,113.12,158594,0.424,F#/Gb
135,108,37,4/30/21,5/7/21,"5,907,750",Hozier,4781906,1CS7Sd1u5tWkstBhpssyjP,"['irish singer-songwriter', 'modern rock', 'pop']",rock,-5.303,0.0464,0.634,0.116,128.945,241693,0.437,E
136,110,13,7/2/21,7/9/21,"5,848,466",Tom Grennan,261225,2sX7lJXsOYGP1Us6CqM9t1,"['modern rock', 'uk pop']",rock,-4.48,0.0312,0.0833,0.105,106.52,226268,0.623,C#/Db
138,14,25,3/26/21,4/2/21,"5,845,156",Cardi B,17353707,1XXimziG1uhM0eDNCZCrUl,"['dance pop', 'pop', 'pop rap', 'rap']",pop,-6.044,0.269,0.0012,0.0461,166,156945,0.819,B
139,2,52,9/4/20,9/11/20,"5,769,714",Maluma,26769304,0GzuHFG4Ql6DoyxFRnIk3F,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-3.128,0.312,0.105,0.142,179.984,200482,0.609,F#/Gb
140,141,1,7/23/21,7/30/21,"5,768,653",Khalid,14187747,2CIYemjFXdmCWpJnfbtrD6,['pop'],pop,-9.575,0.0709,0.0807,0.184,92.047,198765,0.244,C
141,81,81,12/27/19,1/3/20,"5,756,583",Queen,35888760,7tFiyTwD0nx5a1eklYtX2J,"['classic rock', 'glam rock', 'rock']",rock,-9.961,0.0536,0.288,0.243,143.883,354320,0.228,C
142,5,32,2/5/21,2/12/21,"5,734,402","Myke Towers, Juhn",6150675,1xK1Gg9SxG8fy2Ya373oqb,['trap latino'],rap,-4.637,0.0887,0.122,0.0962,168.021,232853,0.682,G#/Ab
143,25,39,2/5/21,2/12/21,"5,693,848",MEDUZA,441674,6ft4hAq6yde8jPZY2i5zLr,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",pop,-7.644,0.0401,0.0689,0.209,124.114,167903,0.435,G#/Ab
144,13,83,4/24/20,5/1/20,"5,691,540",Travis Scott,17719446,5uEYRdEIh9Bo4fpjDd4Na9,"['rap', 'slap house']",rap,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
145,90,18,5/28/21,6/4/21,"5,690,260",Ofenbach,432581,2pPO9YecZimmuVQfIzfV6U,"['edm', 'new french touch', 'pop dance', 'tropical house']",pop,-4.578,0.135,0.0821,0.0901,121.955,139563,0.54,F#/Gb
146,100,2,7/16/21,7/23/21,"5,682,062","Camilo, Shawn Mendes",10561047,0IqCoZ168iRc9LqfrYgpZy,"['colombian pop', 'reggaeton colombiano']",pop,-4.439,0.0477,0.127,0.094,122.959,176575,0.823,E
147,59,83,1/3/20,1/10/20,"5,672,480","Lady Gaga, Bradley Cooper",18572085,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",pop,-6.362,0.0308,0.371,0.231,95.799,215733,0.323,G
148,110,9,5/28/21,6/4/21,"5,668,576","Cochise, $NOT",159647,7nc7mlSdWYeFom84zZ8Wr8,"['plugg', 'vapor trap', 'viral rap']",rap,-7.476,0.226,0.103,0.398,157.905,180380,0.473,F
150,147,24,6/18/21,6/25/21,"5,647,568",OneRepublic,12169108,6sy3LkhNFjJWlaeSMNwQ62,"['dance pop', 'piano rock', 'pop', 'pop rock']",pop,-4.972,0.0382,0.0654,0.115,122.017,257840,0.477,C#/Db
151,121,32,5/7/21,5/14/21,"5,628,703",Coldplay,31151294,3AJwUDP919kvQ9QcozQPxg,"['permanent wave', 'pop']",pop,-7.227,0.0281,0.00239,0.234,173.372,266773,0.285,B
154,142,23,5/28/21,6/4/21,"5,607,285",Avicii,20270895,0nrRP2bk19rLc0orkWPQk2,"['dance pop', 'edm', 'pop', 'pop dance']",pop,-5.697,0.0523,0.0038,0.161,124.08,247427,0.643,D
155,128,7,7/9/21,7/16/21,"5,594,505","Matheus Fernandes, Dilsinho",77034,5R9KPXQVeyqsHZoPLMgfNy,"['forro', 'sertanejo pop']",pop,-3.825,0.0393,0.607,0.92,154.027,225672,0.872,F#/Gb
158,19,18,4/23/21,4/30/21,"5,566,150",AURORA,1687399,0TCmhnbMpw5zwPsTvlXTJi,"['art pop', 'norwegian pop']",pop,-10.34,0.0356,0.634,0.103,115.01,248827,0.13,B
159,121,5,7/9/21,7/16/21,"5,493,760",DaBaby,7593046,1YDebgap5OFwXEBG18NJvy,"['north carolina hip hop', 'rap']",hip hop,-5.85,0.322,0.129,0.161,119.987,159083,0.934,D
160,120,5,6/18/21,6/25/21,"5,478,055",DaBaby,7593046,0cu0rhnlCnJ7JIeHRiLpj3,"['north carolina hip hop', 'rap']",hip hop,-5.049,0.457,0.161,0.0728,139.949,112547,0.628,C#/Db
161,31,83,12/27/19,1/3/20,"5,477,563",Juice WRLD,19085118,285pBltuF7vW8TeWk8hdRR,"['chicago rap', 'melodic rap']",rap,-7.23,0.2,0.349,0.34,83.903,239836,0.218,F#/Gb
162,4,24,2/12/21,2/19/21,"5,467,753","Lil Tjay, 6LACK",3553442,3J8EOeKLTLXORtWPpOU5bE,"['brooklyn drill', 'melodic rap', 'nyc rap']",rap,-7.636,0.0539,0.451,0.135,104.949,205458,0.202,E
165,59,18,5/7/21,5/14/21,"5,434,073","P!nk, Willow Sage Hart",11477164,6Tio0ZoDeSQnI7EBAqWer2,"['dance pop', 'pop', 'post-teen pop']",pop,-6.879,0.135,0.0599,0.0785,159.702,141050,0.314,F
167,13,10,5/21/21,5/28/21,"5,420,003",Olivia Rodrigo,6266514,4wcBRRpIfesgcyUtis7PEg,['pop'],pop,-12.627,0.102,0.941,0.126,168.884,163587,0.419,D
168,1,51,9/11/20,9/18/20,"5,386,268",Cardi B,17353707,4Oun2ylbjFKMPTiaSbbCih,"['dance pop', 'pop', 'pop rap', 'rap']",pop,-7.509,0.375,0.0194,0.0824,133.073,187541,0.357,C#/Db
169,155,22,7/2/21,7/9/21,"5,382,191",The Killers,6118063,7oK9VyNzrYvRFo7nQEYkWN,"['dance rock', 'modern rock', 'permanent wave', 'rock']",rock,-3.74,0.0808,0.00101,0.0953,148.017,222587,0.232,C#/Db
170,144,27,4/2/21,4/9/21,"5,379,704",The Police,4339245,1JSTJqkT5qHq8MDJnJbRE1,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",rock,-9.796,0.0348,0.543,0.0714,117.401,253920,0.74,C#/Db
171,20,44,10/9/20,10/16/20,"5,378,971",Fleetwood Mac,6930669,0ofHAoxe9vBkTCp2UQIavz,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock,-9.744,0.0276,0.0644,0.128,120.151,257800,0.789,C
172,94,82,2/12/21,2/19/21,"5,375,426",James Arthur,8441598,5uCax9HTNlzGybIStD3vDh,"['pop', 'post-teen pop', 'talent show', 'uk pop']",pop,-7.398,0.059,0.695,0.0902,85.043,211467,0.494,A#/Bb
173,110,2,7/16/21,7/23/21,"5,366,242",Normani,1304510,2vXgyN14LX2zl7JEASw242,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",pop,-6.744,0.146,0.0249,0.104,110.095,209476,0.315,F#/Gb
176,4,76,6/19/20,6/26/20,"5,238,547","Powfu, beabadoobee",924083,7eJMfftS33KTjuF7lTsMCx,['sad rap'],rap,-8.765,0.135,0.731,0.696,144.026,173333,0.348,G#/Ab
177,100,9,5/21/21,5/28/21,"5,235,335","Anne-Marie, Niall Horan",8148393,5zqObw7wjBgL9TDiAymxPn,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",pop,-4.245,0.0423,0.141,0.172,80.953,163733,0.515,B
178,138,22,4/2/21,4/9/21,"5,204,983",Queen,35888760,57JVGBtBLCfHw2muk5416J,"['classic rock', 'glam rock', 'rock']",rock,-6.472,0.162,0.112,0.163,109.975,214653,0.756,F
179,149,14,5/28/21,6/4/21,"5,178,490","Drake, WizKid, Kyla",56308172,1zi7xx7UVEFkmKfv06H8x0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",hip hop,-5.609,0.0536,0.00776,0.329,103.967,173987,0.37,C#/Db
180,15,83,12/27/19,1/3/20,"5,166,847",Harry Styles,16112621,3jjujdWJ72nww5eGnfs2E7,"['pop', 'post-teen pop']",pop,-3.675,0.0483,0.0237,0.102,99.048,207133,0.569,G#/Ab
182,183,1,7/23/21,7/30/21,"5,145,432",Walker Hayes,304995,3ZozFqJJlDBNIm4xqxn2ZD,"['contemporary country', 'country', 'country road', 'modern country rock']",country,-6.487,0.0574,0.114,0.317,80.018,161853,0.843,C#/Db
183,184,1,7/23/21,7/30/21,"5,104,206",Rauw Alejandro,6080597,3PwRuzdphgedcWVUOVYJ7I,"['puerto rican pop', 'trap latino']",pop,-3.599,0.0548,0.584,0.112,102.101,164706,0.262,A
184,110,78,2/12/21,2/19/21,"5,103,014",John Legend,5799137,3U4isOIWM3VvDubwSI3y7a,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",soul,-7.064,0.0322,0.922,0.132,119.93,269560,0.331,G#/Ab
185,80,41,4/23/21,4/30/21,"5,098,609",Polo G,4840346,1VLtjHwRWOVJiE5Py7JxoQ,['chicago rap'],rap,-7.813,0.253,0.345,0.165,93.924,132833,0.116,C#/Db
187,45,29,4/16/21,4/23/21,"5,090,062",Saweetie,1254432,2etHQJxIbV0soyPhelVs9Y,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",rap,-4.12,0.136,0.00302,0.0684,94.018,155884,0.402,E
188,52,22,2/5/21,2/12/21,"5,068,864",The Weeknd,35305637,7fBv7CLKzipRk6EC6TWHOB,"['canadian contemporary r&b', 'canadian pop', 'pop']",r&b,-7.063,0.0515,0.0671,0.135,113.003,242253,0.137,C
189,5,31,1/22/21,1/29/21,"5,065,132",SZA,5881963,3YJJjQPAbDT7mGpX3WtQ9A,"['pop', 'pop rap', 'r&b']",pop,-8.37,0.0583,0.499,0.688,121.002,279204,0.412,C#/Db
190,191,1,7/23/21,7/30/21,"5,063,181","Anne-Marie, Little Mix",8148393,0MWiSBKm8Avs8iDIxcertp,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",pop,-3.639,0.0484,0.0151,0.308,103.948,176800,0.481,F
191,64,3,7/9/21,7/16/21,"5,016,125",Bad Bunny,36142273,267NGliXM8YLVZiKAD9Otm,"['latin', 'reggaeton', 'trap latino']",latin,-10.618,0.0747,0.237,0.13,132.037,209771,0.231,E
192,41,81,12/27/19,1/3/20,"5,002,227",Ariana Grande,67158068,6ocbgoVGwYJhOv1GgI9NsF,"['dance pop', 'pop', 'post-teen pop']",pop,-10.732,0.334,0.592,0.0881,140.048,178627,0.327,C#/Db
194,149,5,7/9/21,7/16/21,"4,978,559","MC Zaquin, MC Rick",130627,6pQKUKBpwr6GhfhcFFFozo,"['funk bh', 'funk carioca']",funk,-4.075,0.0443,0.14,0.0922,83.406,140308,0.527,C#/Db
195,8,71,8/14/20,8/21/20,"4,977,498","Topic, A7S",151832,3H7ihDc1dqLriiWXwsc2po,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",pop,-5.652,0.218,0.223,0.129,122.031,166794,0.664,G#/Ab
196,197,1,7/23/21,7/30/21,"4,973,937",Luísa Sonza,1909059,5VTqW8raQYnj2avZ27nO2a,"['funk carioca', 'pop nacional']",funk,-8.56,0.051,0.775,0.0933,77.249,186121,0.382,G#/Ab
197,58,8,6/4/21,6/11/21,"4,954,899",Roddy Ricch,6603627,1fxYz1s15pyZLsJT0Hdh1m,"['melodic rap', 'rap', 'trap']",rap,-11.254,0.41,0.343,0.138,98.54,174682,0.111,C#/Db
198,199,1,7/23/21,7/30/21,"4,950,275",Dave,1427540,7IPKXYU2rTMnrLW5IZ7ZI5,['uk hip hop'],hip hop,-8.605,0.312,0.28,0.145,117.078,182285,0.536,D
199,172,12,5/28/21,6/4/21,"4,948,965",Eminem,46785561,3yfqSUWxFvZELEM4PmlwIR,"['detroit hip hop', 'hip hop', 'rap']",hip hop,-4.244,0.0572,0.0302,0.0454,104.504,284200,0.76,F
202,116,1,7/16/21,7/23/21,"6,464,206","Trippie Redd, Lil Uzi Vert",6430522,3EpF150nXMSNjiH0bbmXIL,"['melodic rap', 'rap', 'trap']",rap,-6.967,0.465,0.185,0.153,187.815,181714,0.701,F#/Gb
205,76,4,6/18/21,6/25/21,"5,883,145",KSI,2008516,6nV2dFZXpv1JlqDWBeTXRl,['uk hip hop'],hip hop,-7.347,0.0878,0.152,0.101,87.188,193733,0.347,G#/Ab
208,22,4,6/25/21,7/2/21,"5,696,113","Tyler, The Creator",6777818,5B0kgjHULYJhAQkK5XsMoC,"['hip hop', 'rap']",hip hop,-5.666,0.0466,0.269,0.511,142.347,121573,0.852,C
209,105,4,6/25/21,7/2/21,"5,627,519",Pashanim,208554,2H7jZg2HliuQhZjfBblLrZ,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",rap,-10.569,0.101,0.132,0.112,91.996,138533,0.721,B
210,17,12,5/7/21,5/14/21,"5,383,125","Tion Wayne, Russ Millions",323203,6uvMKqNlrSvcC4NaKnrwjZ,['london rap'],rap,-8.043,0.357,0.21,0.0678,141.02,278085,0.73,B
212,13,15,5/7/21,5/14/21,"5,288,927","Nio Garcia, Flow La Movie",2123734,2dNhNlpZAtV4lwAFW45LIv,"['latin', 'reggaeton', 'trap latino']",latin,-6.416,0.333,0.399,0.0916,171.959,182496,0.616,F#/Gb
213,175,4,7/2/21,7/9/21,"5,242,097","BLANCO, Sfera Ebbasta",127364,1x3Qb8np6S1UvpSLthwEJN,"['italian hip hop', 'italian pop']",hip hop,-4.87,0.0458,0.00273,0.137,169.941,220235,0.203,B
214,20,82,1/3/20,1/10/20,"5,235,088",Regard,152226,2tnVG71enUj33Ic2nFN6kZ,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",pop,-4.258,0.0874,0.177,0.106,117.948,157606,0.884,G
216,193,1,7/16/21,7/23/21,"5,173,308",John Mayer,5178156,239yM7BAQ2CkNc61ogPGXo,"['neo mellow', 'pop rock', 'singer-songwriter']",pop,-9.184,0.0266,0.0629,0.103,122.008,249080,0.587,D
217,71,3,7/2/21,7/9/21,"5,150,909",Imagine Dragons,35285425,2d1MywHy6FwKdzxFuSJnwl,"['modern rock', 'pop', 'rock']",rock,-5.82,0.0288,0.148,0.109,93.989,244005,0.229,C
218,79,11,5/28/21,6/4/21,"5,116,589","Mc Davi, Mc Pedrinho, Mc Don Juan",2586114,0qxLQ6opocOGyFnlXqJ53x,"['funk carioca', 'funk ostentacao', 'funk paulista']",funk,-7.791,0.0877,0.586,0.0882,124.993,276480,0.335,A
219,122,5,5/14/21,5/21/21,"5,110,475",Internet Money,411579,2IePEfMAtqWS6rLXXFZIgI,"['pop rap', 'rap', 'trap']",pop,-5.218,0.0623,0.116,0.12,134.997,224042,0.408,G
220,75,19,3/12/21,3/19/21,"5,097,187",Imagine Dragons,35285425,7FdUvDkaE24o3FPIWTvzv2,"['modern rock', 'pop', 'rock']",rock,-5.956,0.0521,0.00209,0.496,124.912,175644,0.489,A
221,22,22,2/12/21,2/19/21,"6,318,660",Dua Lipa,27142474,1diS6nkxMQc3wwC4G1j0bh,"['dance pop', 'pop', 'uk pop']",pop,-5.932,0.0544,0.0319,0.183,134.01,165507,0.59,F#/Gb
222,4,29,11/20/20,11/27/20,"6,142,975",BTS,37106176,249gnXrbfmV8NG6jTEMSwD,"['k-pop', 'k-pop boy group']",pop,-5.733,0.0424,0.00691,0.37,81.068,207481,0.45,C#/Db
223,28,23,4/16/21,4/23/21,"6,111,108",Sech,8758283,27RSJHEA99Y0Vsow7nA37A,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",latin,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,G
224,17,24,2/5/21,2/12/21,"5,588,217",Selena Gomez,28909504,079Ey5uxL04AKPQgVQwx5h,"['dance pop', 'pop', 'post-teen pop']",pop,-7.132,0.0715,0.0215,0.0966,149.903,186088,0.664,F
225,164,1,7/9/21,7/16/21,"5,454,994",Bas,386757,15qKrPi4Kg0z7g9HlwWyeb,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",hip hop,-6.139,0.0524,0.333,0.278,128.012,204434,0.64,G#/Ab
226,22,8,5/21/21,5/28/21,"5,435,614",Olivia Rodrigo,6266514,1zejeOnykpCoyVSit6Bwp3,['pop'],pop,-12.181,0.0644,0.388,0.103,77.253,209560,0.172,C
227,169,2,7/2/21,7/9/21,"5,269,757","Israel & Rodolffo, Wesley Safadão",1097789,7Kba4OaxQFQ1zlknQUpNqN,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",pop,-4.628,0.0439,0.3,0.112,164.819,148228,0.884,C#/Db
228,80,5,6/11/21,6/18/21,"5,259,503",TWICE,9987114,0BTaaKT4RMbs5M73tOHX5Y,"['k-pop', 'k-pop girl group']",pop,-1.992,0.0624,0.0474,0.0674,97.097,210573,0.702,G#/Ab
229,184,1,7/9/21,7/16/21,"5,186,354",BIA,151870,67G6iaOw8DZqp1z8STR89R,"['escape room', 'r&b', 'rap latina', 'trap queen']",r&b,-5.301,0.36,0.199,0.318,81.026,229601,0.591,C#/Db
230,187,1,7/9/21,7/16/21,"5,173,178","Kane Brown, blackbear",3507622,34chhNX59Wo9HMFCsI3K8Y,"['contemporary country', 'country road']",country,-5.684,0.0509,0.395,0.273,113.326,153338,0.845,A
231,183,4,7/2/21,7/9/21,"5,068,677","Alex Rose, Rauw Alejandro",2166191,6Et5KimMg3IXwD6lJPGmQw,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",latin,-4.039,0.0636,0.396,0.0977,172.024,202307,0.735,G
232,71,13,4/30/21,5/7/21,"5,041,120","Dj Guuga, DJ Ivis",608109,4wQUopWk9Ed7Ng5qpKN5qd,"['funk carioca', 'funk paulista', 'rave funk']",funk,-3.612,0.0518,0.288,0.0701,164.081,172973,0.836,F#/Gb
233,95,13,5/28/21,6/4/21,"5,036,030","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304,5RAIMjdrCEjpjaR5tBATXU,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-5.757,0.1,0.532,0.163,100.004,241659,0.792,C#/Db
234,184,2,7/2/21,7/9/21,"4,975,786",Rauw Alejandro,6080597,0giiXonRhODYy4J1iy4Lb3,"['puerto rican pop', 'trap latino']",pop,-3.286,0.112,0.328,0.0856,179.879,208292,0.425,G#/Ab
235,141,32,12/27/19,1/3/20,"4,954,679","The Chainsmokers, Halsey",18191658,7BKLCZ1jbUBVqRi2FVlTVw,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",pop,-5.599,0.0338,0.414,0.111,95.01,244960,0.661,G#/Ab
236,194,4,10/9/20,10/16/20,"4,938,180",Oasis,6475631,7ygpwy2qP3NbrxVkHvUhXY,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",pop,-4.097,0.0406,0.000509,0.187,174.323,258773,0.434,D
237,101,1,7/2/21,7/9/21,"6,731,106",Brent Faiyaz,1724414,48WidxP9CqyYtk97pwGZ3c,"['dmv rap', 'pop', 'r&b', 'rap']",rap,-3.751,0.0581,0.0694,0.0906,89.982,301304,0.377,G
238,55,2,6/25/21,7/2/21,"5,912,293",Doja Cat,8640063,0FFsgUoFibYISzMxuGS61W,"['dance pop', 'pop']",pop,-5.737,0.0966,0.222,0.154,77.014,188893,0.45,F
239,132,1,7/2/21,7/9/21,"5,876,058",Big Red Machine,98503,1aU1wpYBSpP0M6IiihY5Ue,"['eau claire indie', 'folktronica']",indie,-8.121,0.0505,0.435,0.107,167.977,254467,0.586,C
240,40,2,6/25/21,7/2/21,"5,392,334","Tyler, The Creator",6777818,7z4xW9WY86uH3gd1V9pfCM,"['hip hop', 'rap']",hip hop,-7.949,0.366,0.0195,0.166,142.034,146419,0.62,B
242,101,3,4/30/21,5/7/21,"5,321,544",DJ Khaled,6278835,1EJIcDYXwSqipW5dFe4uJz,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,-4.053,0.286,0.000866,0.108,150.062,236524,0.227,D
244,25,4,6/11/21,6/18/21,"5,234,112",Lorde,8083566,3KdoeNlEN0BoAKWzaRLNZa,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",pop,-9.405,0.1,0.266,0.32,87.971,192621,0.897,E
245,4,10,4/30/21,5/7/21,"5,135,380",Billie Eilish,47014200,042Sl6Mn83JHyLEqdK7uI0,"['electropop', 'pop']",pop,-14.025,0.0801,0.932,0.233,129.642,245897,0.208,A
246,189,1,7/2/21,7/9/21,"5,029,898",Shirin David,558345,49gzU1IS1B6P3GATSZ5eCE,"['frauenrap', 'german hip hop', 'german pop']",rap,-7.62,0.329,0.0113,0.0795,95.939,155363,0.806,A#/Bb
247,8,37,2/5/21,2/12/21,"5,013,017",CJ,180454,5vGLcdRuSbUhD8ScwsGSdA,['nyc rap'],rap,-7.6,0.125,0.2,0.127,140.201,123263,0.66,D#/Eb
248,55,17,4/16/21,4/23/21,"5,011,753",Israel & Rodolffo,1097789,2MZQAvsA7aZDssppBLRxYp,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",pop,-6.201,0.0565,0.556,0.19,171.966,140942,0.798,F#/Gb
249,11,33,11/20/20,11/27/20,"5,005,018",Miley Cyrus,15770302,5JqZ3oqF00jkT81foAFvqg,"['dance pop', 'pop', 'post-teen pop']",pop,-3.912,0.0452,0.0103,0.0761,127.99,169333,0.595,D#/Eb
250,136,15,4/2/21,4/9/21,"4,992,345",Gym Class Heroes,1275345,0qOnSQQF0yzuPWsXrQ9paz,"['dance pop', 'pop rap']",pop,-3.293,0.0976,0.0319,0.267,89.99,210960,0.796,A
251,32,36,1/29/21,2/5/21,"4,980,155","Rauw Alejandro, Anuel AA",6080597,7r9ZhitdQBONTFOiJW5mr8,"['puerto rican pop', 'trap latino']",pop,-2.639,0.209,0.176,0.123,175.946,231595,0.615,G#/Ab
253,101,4,6/11/21,6/18/21,"4,965,913","Bizarrap, Eladio Carrion",3126961,1VauUM5CBX7nkLcgafQL2B,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",hip hop,-6.455,0.0554,0.241,0.271,117.496,164896,0.839,F
254,117,27,2/5/21,2/12/21,"4,938,586",Arctic Monkeys,12369079,5FVd6KXrgO9B3JPmC8OPst,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",rock,-7.596,0.0323,0.186,0.217,85.03,272394,0.405,F
255,43,2,6/25/21,7/2/21,"11,756,283","Tyler, The Creator",6777818,0BiK5BbYNFLb88CCOxBFJe,"['hip hop', 'rap']",hip hop,-6.341,0.564,0.122,0.527,170.691,138312,0.433,A
256,47,1,6/25/21,7/2/21,"11,380,679","Tyler, The Creator",6777818,5fbHRCsGpFIOLRtlhCRFDR,"['hip hop', 'rap']",hip hop,-6.612,0.212,0.155,0.535,137.131,130980,0.487,C#/Db
257,59,1,6/25/21,7/2/21,"9,889,197","Tyler, The Creator",6777818,3JJL91ilRV6fXhKqu0FGXs,"['hip hop', 'rap']",hip hop,-5.382,0.402,0.601,0.482,173.456,155293,0.729,G
258,63,1,6/25/21,7/2/21,"9,503,981","Tyler, The Creator",6777818,46oHvXwpEZOFX518we1nJD,"['hip hop', 'rap']",hip hop,-4.851,0.337,0.169,0.122,97.672,146482,0.745,A#/Bb
259,69,1,6/25/21,7/2/21,"9,142,721","Tyler, The Creator",6777818,3EG9FJ0ToLfgnc1IG2Z1wz,"['hip hop', 'rap']",hip hop,-4.912,0.0722,0.333,0.55,140.223,588139,0.39,C
260,73,1,6/25/21,7/2/21,"8,884,283","Tyler, The Creator",6777818,4ydmav4vl7hebadtfZtMrg,"['hip hop', 'rap']",hip hop,-6.115,0.154,0.314,0.844,127.596,88625,0.51,G
261,82,1,6/25/21,7/2/21,"8,218,423","Tyler, The Creator",6777818,2goHCrsDJaflEwQ930ef0o,"['hip hop', 'rap']",hip hop,-6.724,0.438,0.329,0.301,157.181,223719,0.46,C#/Db
262,85,1,6/25/21,7/2/21,"7,917,707","Tyler, The Creator",6777818,13HsOwrwTA5HgLuoaDHncP,"['hip hop', 'rap']",hip hop,-7.778,0.13,0.565,0.219,115.852,229565,0.142,A#/Bb
263,108,1,6/25/21,7/2/21,"6,988,886","Tyler, The Creator",6777818,6qouBO0wJtYc3k7DfKRUBx,"['hip hop', 'rap']",hip hop,-5.348,0.391,0.121,0.167,92.463,175123,0.518,D
264,121,1,6/25/21,7/2/21,"6,503,281",Doja Cat,8640063,0W6I02J9xcqK8MtSeosEXb,"['dance pop', 'pop']",pop,-6.029,0.162,0.315,0.0894,91.942,138293,0.793,G#/Ab
265,132,1,6/25/21,7/2/21,"6,268,542","Tyler, The Creator",6777818,1pbbsI2KGPOMu0HmuGccBu,"['hip hop', 'rap']",hip hop,-7.446,0.323,0.0451,0.182,78.958,515865,0.555,C#/Db
266,141,1,6/25/21,7/2/21,"6,034,281","Tyler, The Creator",6777818,4Hta7Oy5W9HD0UgT1P8PPV,"['hip hop', 'rap']",hip hop,-3.367,0.0733,0.044,0.195,108.07,203588,0.481,D
267,165,1,6/25/21,7/2/21,"5,527,865",Doja Cat,8640063,0CsR9Y9SnC6ZWmekmVqSHz,"['dance pop', 'pop']",pop,-5.736,0.197,0.374,0.131,111.076,223560,0.536,G
268,50,3,6/11/21,6/18/21,"5,424,579",Migos,11690201,2NM0qHzx4Ohy8iXHEEgwlO,"['atl hip hop', 'pop rap', 'rap', 'trap']",hip hop,-3.917,0.116,0.0312,0.0945,125.983,278191,0.221,C#/Db
269,176,1,6/25/21,7/2/21,"5,393,789",Doja Cat,8640063,2HolBGR6tpiWI80MXoV1dJ,"['dance pop', 'pop']",pop,-5.791,0.0499,0.0366,0.13,168.995,212947,0.558,C#/Db
270,179,1,6/25/21,7/2/21,"5,362,817",Doja Cat,8640063,7y3xU9vEC1s8DSuuoSYKih,"['dance pop', 'pop']",pop,-5.029,0.0374,0.126,0.377,99.008,177373,0.176,A#/Bb
271,138,3,6/18/21,6/25/21,"5,341,887","Fedez, Achille Lauro",1650683,6qdMhG7pRFi0csRlFGvLE4,"['italian adult pop', 'italian pop']",pop,-4.297,0.322,0.016,0.0273,184.339,175924,0.829,D
272,10,49,8/14/20,8/21/20,"5,203,364","J Balvin, Dua Lipa, Bad Bunny",29051363,0EhpEsp4L0oRGM0vmeaN5e,"['latin', 'reggaeton', 'reggaeton colombiano']",latin,-8.234,0.0545,0.00536,0.173,168.169,232253,0.393,F#/Gb
273,1,55,8/7/20,8/14/20,"5,108,950","Jawsh 685, Jason Derulo",100604,1xQ6trAsedVPCdbtDAmk0c,['nz pop'],pop,-8.52,0.0803,0.234,0.269,150.076,171375,0.761,C
